MeasurementDate,SourceSheet,SourceBlock,SourceExcelRow,Obs_,Time,Date,configName,configAuthor,remark,Bar_code,x,x_1,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv_Fm,Fs,Fm_,PhiPS2,PS2_1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,MEASUREMENT_HEADER_END,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127,x_128,x_129,x_130,x_131,x_132,x_133
2026-07-14,DATA_DUMP_1785116825020,93,3767,10,0.719270833333333,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P02",,,0.015692,2.91752,0.015608,0.486,2.175653,2.162451,5.12022,2.944566,22.018028,22.152454,52.133957,0.441786,7.5,PSF-00578_20260714171545_4e6,0,0,0,74.881554,224.830627,0.666942,0.5,0.8,45.592007,1,36.74,36.52,35.86,33.24,33.24,98.21,156.2,154.5,1.1,171,3.802,5,37,0,,,,,,,,0.923831018518519,46217,39.2084,-96.5938,334.8,6,1.25,0.717303240740741,46217,-0.39,1,0.002,0.002,-9999,-0.247,-0.382,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.455311,2.44163,1.643436,0.928641,0.177881,-0.031483,0.109575,0.249443,74.881554,0.000308,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171545_4e6,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3768,11,0.71943287037037,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P02",,,0.07657,2.917048,0.074611,2.222661,2.221113,2.160741,5.038699,2.817586,22.000843,22.615557,51.304443,0.441786,7.5,PSF-00578_20260714171559_18d,0,0,0,85.197327,195.082062,0.563274,0.5,0.8,333.600311,1,37.55,36.53,35.83,32.95,32.95,98.21,156.1,154.6,1,1481,3.807,-2,-29,21,,,,,,,,0.92400462962963,46217,39.2084,-96.5938,336.3,7,1.38,0.717303240740741,46217,-0.39,1,-0.001,0,0.013,0.775,1.707,4.458,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.455337,2.442708,1.642953,0.928819,0.178035,-0.034617,0.111431,1.343831,85.197327,0.000318,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171559_18d,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3769,12,0.719710648148148,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P02",,,0.074934,2.916902,0.073057,2.264643,2.212388,2.150862,5.142846,2.930458,21.899799,22.526253,52.3638,0.441786,7.5,PSF-00578_20260714171623_17c,0,0,0,88.562965,303.781982,0.708465,0.5,0.8,71.321701,1,37.47,36.42,35.8,33.32,33.32,98.21,156.1,154.5,1,252,3.807,-9,41,13,,,,,,,,0.924270833333333,46217,39.2084,-96.5938,336.6,8,1.13,0.717303240740741,46217,-0.39,1,0,0.001,0.008,-0.038,0,0.453,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.455195,2.442597,1.642804,0.928627,0.178236,-0.029911,0.11455,0.316939,88.562965,0.000315,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171623_17c,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3770,13,0.719953703703704,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P02",,,0.112476,2.915651,0.108298,2.993169,2.190622,2.109201,4.80847,2.617848,21.474743,22.303728,48.957245,0.441786,7.5,PSF-00578_20260714171644_da4,0,0,0,81.363205,201.944595,0.597101,0.5,0.8,26.961124,1,37.16,35.78,35.78,32.12,32.12,98.22,156,154.5,1,113,3.805,-22,-15,28,,,,,,,,0.924525462962963,46217,39.2084,-96.5938,336.7,8,1.13,0.717303240740741,46217,-0.39,1,0.001,0.004,-9999,0.024,0.163,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.454324,2.442192,1.641529,0.928535,0.178434,-0.043746,0.117088,0.200965,81.363205,0.000314,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171644_da4,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3771,14,0.720243055555556,46217,Rain_out,Climate_model,,,,,0.029564,2.916224,0.029268,1.121889,2.143789,2.113272,5.757008,3.613219,21.517504,21.828232,58.61832,0.441786,7.5,PSF-00578_20260714171709_0ad,0,0,0,156.204346,219.622849,0.288761,0.5,0.8,199.868713,1,36.42,35.9,35.75,35.34,35.34,98.21,156,154.5,1,1730,3.805,-36,-7,319,,,,,,,,0.924814814814815,46217,39.2084,-96.5938,337,9,1.07,0.717303240740741,46217,-0.39,1,0.002,0.002,-9999,-2.666,-4.626,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.454503,2.441227,1.642113,0.928575,0.178645,-0.004689,0.120391,1.552534,156.204346,0.000304,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171709_0ad,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3772,15,0.720532407407407,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P02",,,0.231153,2.917228,0.214182,5.917375,2.264571,2.103935,4.879314,2.614743,21.422003,23.057579,49.680561,0.441786,7.5,PSF-00578_20260714171734_9ee,0,0,0,95.920441,347.699768,0.724129,0.5,0.8,23.455587,1,38.54,35.81,35.72,32.38,32.38,98.21,156.1,153.7,1.6,81,3.803,-36,-13,36,,,,,,,,0.925092592592593,46217,39.2084,-96.5938,336.6,9,1.09,0.717303240740741,46217,-0.39,1,0.001,0.003,0.018,0.289,0.349,1.528,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.454374,2.444022,1.643138,0.926533,0.178856,-0.039939,0.123339,0.174306,95.920441,0.000304,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171734_9ee,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3773,16,0.720752314814815,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P05",,,0.113006,2.916275,0.108791,4.128553,2.18962,2.077373,5.765793,3.576173,21.151766,22.294655,58.707169,0.441786,7.5,PSF-00578_20260714171753_331,0,0,0,103.962418,157.594086,0.340315,0.5,0.8,267.719147,1,37.31,35.4,35.69,35.37,35.37,98.21,156,154.7,0.9,1967,3.771,20,-59,0,,,,,,,,0.925289351851852,46217,39.2084,-96.5938,337.1,10,0.98,0.717303240740741,46217,-0.39,1,-0.001,0.001,0.009,-0.963,-2.533,-13.049,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.453825,2.442407,1.642165,0.929083,0.179011,-0.003705,0.125864,1.749983,103.962418,0.000299,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171753_331,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3774,17,0.720925925925926,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P05",,,0.041196,2.916316,0.040622,1.227258,2.140935,2.107555,5.000004,2.859069,21.460775,21.800673,50.91394,0.441786,7.5,PSF-00578_20260714171808_541,0,0,0,77.616333,256.214264,0.697065,0.5,0.8,36.912754,1,36.53,35.96,35.67,32.82,32.82,98.21,156,154.5,1,132,3.804,29,60,316,,,,,,,,0.925486111111111,46217,39.2084,-96.5938,337.9,10,0.98,0.717303240740741,46217,-0.39,1,0,0.003,-9999,-0.113,0.108,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.454585,2.441375,1.642206,0.928637,0.179169,-0.034241,0.127708,0.217262,77.616333,0.000308,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171808_541,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3775,18,0.721087962962963,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P05",,,0.15841,2.914487,0.150244,5.085002,2.255514,2.117174,5.448928,3.193414,21.558388,22.967056,55.484398,0.441786,7.5,PSF-00578_20260714171822_d83,0,0,0,100.453377,151.257996,0.335881,0.5,0.8,41.561901,1,38.53,36.17,35.65,34.35,34.35,98.21,155.8,154.4,0.9,309,3.796,3,-38,357,,,,,,,,0.925659722222222,46217,39.2085,-96.5938,337.8,11,0.95,0.717303240740741,46217,-0.39,1,0,0.003,-9999,11.432,-8.293,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.454874,2.444022,1.640346,0.928497,0.179335,-0.015526,0.129437,0.36513,100.453377,0.000299,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171822_d83,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3776,19,0.721273148148148,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P05",,,0.045393,2.916144,0.044697,1.322704,2.148545,2.112566,4.949758,2.801213,21.511089,21.877441,50.400635,0.441786,7.5,PSF-00578_20260714171838_80f,0,0,0,82.527992,261.300079,0.684164,0.5,0.8,50.973007,1,36.75,36.13,35.62,32.64,32.64,98.21,156,154.4,1,186,3.802,0,36,346,,,,,,,,0.925833333333333,46217,39.2084,-96.5938,337.2,11,0.95,0.717303240740741,46217,-0.39,1,-0.001,-0.002,-9999,0.054,0.287,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.454829,2.441674,1.642031,0.928421,0.179484,-0.035819,0.131356,0.262278,82.527992,0.000323,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171838_80f,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3777,20,0.721423611111111,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P05",,,0.020597,2.915753,0.020452,0.595371,2.153871,2.137672,4.909991,2.75612,21.766226,21.931168,49.994556,0.441786,7.5,PSF-00578_20260714171851_c70,0,0,0,81.070305,217.851883,0.627865,0.5,0.8,422.000885,1,36.89,36.61,35.6,32.49,32.49,98.21,156,154.4,1,1680,3.803,-10,-22,355,,,,,,,,0.92599537037037,46217,39.2085,-96.5938,336.8,11,0.95,0.717303240740741,46217,-0.39,1,-0.001,0,-9999,0.011,0.245,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.455475,2.441862,1.641634,0.9283,0.17965,-0.037225,0.132918,1.510673,81.070305,0.000317,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171851_c70,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3778,21,0.72162037037037,46217,Rain_out,Climate_model,,,,,0.032984,2.916761,0.032615,1.060424,2.111989,2.083145,5.186588,3.0746,21.210217,21.503893,52.808918,0.441786,7.5,PSF-00578_20260714171908_6a3,0,0,0,90.959785,217.225311,0.581265,0.5,0.8,343.397614,1,36.22,35.73,35.58,33.47,33.47,98.21,156.1,154.5,1,1477,3.803,-39,-33,304,,,,,,,,0.92619212962963,46217,39.2084,-96.5938,337.1,11,0.95,0.717303240740741,46217,-0.39,1,0,-0.003,-9999,-58.576,38.118,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.454288,2.440983,1.642661,0.928609,0.179827,-0.025296,0.13509,1.340748,90.959785,0.000306,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171908_6a3,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3779,22,0.721759259259259,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P05",,,0.024099,2.915004,0.023901,0.810138,2.081879,2.059807,5.285965,3.204086,20.972906,21.197649,53.821575,0.441786,7.5,PSF-00578_20260714171920_9f4,0,0,0,81.717613,215.113876,0.620119,0.5,0.8,57.706299,1,35.73,35.35,35.56,33.81,33.81,98.21,155.9,154.4,1,233,3.803,-37,-40,306,,,,,,,,0.926331018518519,46217,39.2084,-96.5938,337.3,11,0.95,0.717303240740741,46217,-0.39,1,0,0.001,-9999,-0.078,-0.803,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.453787,2.440339,1.640871,0.928286,0.179931,-0.021044,0.136519,0.301034,81.717613,0.000317,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171920_9f4,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3780,23,0.721979166666667,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P05",,,0.015538,2.915565,0.015456,0.502392,2.050789,2.037102,5.126663,3.075874,20.741255,20.880608,52.198368,0.441786,7.5,PSF-00578_20260714171939_f20,0,0,0,81.226585,210.445755,0.614026,0.5,0.8,35.261543,1,35.25,35.02,35.53,33.26,33.26,98.21,155.9,154.5,0.9,144,3.803,-15,-22,8,,,,,,,,0.926550925925926,46217,39.2084,-96.5938,337.3,11,0.95,0.717303240740741,46217,-0.39,1,0.002,0.002,-9999,-1.515,-2.053,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.453336,2.439704,1.641442,0.928606,0.180125,-0.027255,0.138795,0.226604,81.226585,0.000317,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171939_f20,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3781,24,0.722199074074074,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P05",,,0.016567,2.916117,0.016473,0.531978,2.11568,2.101204,5.16966,3.05398,21.394407,21.541803,52.637356,0.441786,7.5,PSF-00578_20260714171958_283,0,0,0,81.958649,286.917328,0.714348,0.5,0.8,28.836161,1,36.43,36.18,35.5,33.41,33.41,98.21,156,154.3,1.1,101,3.802,-16,37,348,,,,,,,,0.926759259259259,46217,39.2085,-96.5938,337.4,11,0.95,0.717303240740741,46217,-0.39,1,0.002,0.002,-9999,-0.113,-0.055,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.454914,2.441273,1.642004,0.928234,0.18034,-0.025098,0.141102,0.190967,81.958649,0.00031,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714171958_283,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3782,25,0.722430555555556,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P10",,,0.086072,2.916288,0.083605,2.506706,2.168032,2.09987,5.005005,2.836973,21.382246,22.076315,50.964218,0.441786,7.5,PSF-00578_20260714172018_7ad,0,0,0,84.219215,255.952484,0.670958,0.5,0.8,41.25663,1,37.39,36.21,35.48,32.83,32.83,98.21,156,154.4,1.1,154,3.8,-7,51,337,,,,,,,,0.926990740740741,46217,39.2085,-96.5938,337.3,11,0.95,0.717303240740741,46217,-0.39,1,0.001,0.001,-9999,-0.28,-0.005,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.454959,2.442542,1.642179,0.928359,0.180526,-0.031652,0.143483,0.23509,84.219215,0.000324,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714172018_7ad,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3783,26,0.722581018518519,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P10",,,0.089729,2.915381,0.087049,2.47249,2.193173,2.125909,4.882163,2.688989,21.646675,22.331579,49.711712,0.441786,7.5,PSF-00578_20260714172031_d26,0,0,0,85.571411,226.428513,0.622082,0.5,0.8,320.321686,1,37.87,36.7,35.45,32.39,32.39,98.21,155.9,154.6,0.9,1287,3.8,1,-47,32,,,,,,,,0.92712962962963,46217,39.2085,-96.5938,337.4,11,0.95,0.717303240740741,46217,-0.39,1,0,0.004,-9999,-0.4,-0.673,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.455626,2.443176,1.641254,0.928857,0.180676,-0.036623,0.145098,1.182285,85.571411,0.000323,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714172031_d26,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14,DATA_DUMP_1785116825020,93,3784,27,0.72275462962963,46217,Rain_out,Climate_model,,"Pl21-R3-M1-H3-P10",,,0.030422,2.914716,0.030108,0.904689,2.107654,2.083009,4.952368,2.844714,21.211416,21.462378,50.43029,0.441786,7.5,PSF-00578_20260714172046_810,0,0,0,81.594589,267.293579,0.694738,0.5,0.8,36.02631,1,36.44,36.01,35.43,32.65,32.65,98.2,155.8,154.5,0.9,130,3.801,4,53,0,,,,,,,,0.927314814814815,46217,39.2085,-96.5938,338,12,0.94,0.717303240740741,46217,-0.39,1,-0.001,0,-9999,0.121,0.365,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.454697,2.441294,1.640578,0.928661,0.180848,-0.033321,0.146686,0.214967,81.594589,0.000314,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260714172046_810,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
