SYS_Obs,SYS_Time,SYS_Date,SYS_configName,SYS_configAuthor,USERDEF_remark,USERDEF_Bar_code,USERDEF,USERDEF_1,PORO_gsw,PORO_gbw,PORO_gtw,PORO_E_apparent,PORO_VPcham,PORO_VPref,PORO_VPleaf,PORO_VPDleaf,PORO_H2O_r,PORO_H2O_s,PORO_H2O_leaf,PORO_leaf_area,PORO_leaf_width,FLUORO_flashID,FLUORO_Fo,FLUORO_Fm,FLUORO_FvFm,FLUORO_Fs,FLUORO_Fm_1,FLUORO_PhiPS2,FLUORO_PS21,FLUORO_abs,FLUORO_ETR,FLUORO_TRANS,SENSOR_rh_s,SENSOR_rh_r,SENSOR_Tref,SENSOR_Tmeas,SENSOR_Tleaf,SENSOR_P_atm,SENSOR_flow,SENSOR_flow_s,SENSOR_leak_pct,SENSOR_Qamb,SENSOR_batt,LEAF_ANGLE_pitch,LEAF_ANGLE_roll,LEAF_ANGLE_heading,LEAF_ANGLE_angle_inc_leaf,LEAF_ANGLE_direct_pct,LEAF_ANGLE_slope_leaf,LEAF_ANGLE_az_leaf,LEAF_ANGLE_dec_solar,LEAF_ANGLE_az_solar,LEAF_ANGLE_zenith_solar,GPS_gps_time,GPS_gps_date,GPS_latitude,GPS_longitude,GPS_altitude,GPS_gps_sats,GPS_gps_HDOP,MATCH_match_time,MATCH_match_date,MATCH_rh_adj,MATCH_type,STABILITY_gsw1sec,STABILITY_gsw2sec,STABILITY_gsw4sec,STABILITY_flr1sec,STABILITY_flr2sec,STABILITY_flr4sec,P_CONFIG_auto,P_CONFIG_flow_set,P_CONFIG_gsw_limit,P_CONFIG_gsw_period,P_CONFIG_aw,P_CONFIG_Bla,P_CONFIG_Blb,P_CONFIG_Blc,P_CONFIG_Bld,P_CONFIG_Ble,P_CONFIG_chamber,FL_CONFIG_dark,FL_CONFIG_flash_type,FL_CONFIG_flash_intensity,FL_CONFIG_modrate,FL_CONFIG_flr_limit,FL_CONFIG_flr_period,FL_CONFIG_P1_dur,FL_CONFIG_P2_dur,FL_CONFIG_P3_dur,FL_CONFIG_P1_Fmax,FL_CONFIG_P2_ramp,FL_CONFIG_P2_slp,FL_CONFIG_P3_Fmax,FL_CONFIG_P3_Pred,FL_CONFIG_P3_DeltaF,SENSOR_V_v_humA,SENSOR_V_v_humB,SENSOR_V_v_flowIn,SENSOR_V_v_flowOut,SENSOR_V_v_temp,SENSOR_V_v_irt,SENSOR_V_v_pres,SENSOR_V_v_par,SENSOR_V_v_F,SENSOR_V_i_LED,USERCAL_b_rhr,USERCAL_m_rhr,USERCAL_span_rhr,USERCAL_b_rhs,USERCAL_m_rhs,USERCAL_span_rhs,USERCAL_z_flowIn,USERCAL_z_flowOut,USERCAL_z_quantum,USERCAL_z_flr,META_flashId,META_lciSerNum,META_lcpSerNum,META_lcfSerNum,META_lcrhSerNum,META_version,META_configUpdatedAt,SourceFile,SourceDateFromFile,SourceRow,PlantID,CleanTimestamp,MeasurementDate
12,11:48:04,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.1973,2.9159,0.1848,6.5719,2.0111,1.8329,5.3561,3.3449,18.7529,20.5759,54.7982,0.44179,7.5,PSF-00578_20260721114804_642,0,0,0,89.62118,190.9297,0.53061,0.5,0.8,256.4529,1,31.98,29.15,36.95,34.04,34.04,97.74,156,154.5,1,1208,3.588,0,-76,135,,,,,,,,16:42:16,21-Jul-2026,39.2084,-96.5939,340.2,7,1.39,11:45:16,21-Jul-2026,-0.35,1,0.003,0.002,0.014,1.212,1.793,-8.714,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4451,2.4351,1.6418,0.92853,0.17049,-0.035354,0.18684,1.1163,89.6212,0.000311,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721114804_642,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,107,Pl16-R2-M1-H2-P08,21-Jul-2026 11:48:04,21-Jul-2026
13,11:48:16,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.070314,2.9148,0.068658,2.5525,1.9047,1.8354,5.4025,3.4978,18.7785,19.488,55.2753,0.44179,7.5,PSF-00578_20260721114816_af5,0,0,0,106.9525,216.7547,0.50657,0.5,0.8,178.9848,1,30.31,29.21,36.94,34.2,34.2,97.74,155.8,154.4,0.9,883,3.582,-1,-73,95,,,,,,,,16:42:29,21-Jul-2026,39.2084,-96.5938,340.2,6,1.58,11:45:16,21-Jul-2026,-0.35,1,0,0.002,-9999,-1.93,-1.312,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4451,2.4328,1.6407,0.92833,0.17058,-0.03333,0.18833,0.84472,106.9525,0.000299,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721114816_af5,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,108,Pl16-R2-M1-H2-P08,21-Jul-2026 11:48:16,21-Jul-2026
14,11:48:28,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.045013,2.916,0.044329,1.7444,1.8809,1.8335,5.5803,3.6995,18.7591,19.2436,57.0935,0.44179,7.5,PSF-00578_20260721114828_f91,0,0,0,157.6406,271.9531,0.42034,0.5,0.8,156.6185,1,29.95,29.2,36.93,34.78,34.78,97.74,156,154.2,1.1,932,3.589,-2,-69,96,,,,,,,,16:42:40,21-Jul-2026,39.2084,-96.5939,340.3,7,1.39,11:45:16,21-Jul-2026,-0.35,1,0.002,0.003,-9999,-4.16,-5.057,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4451,2.4323,1.6419,0.928,0.17066,-0.026122,0.18965,0.88499,157.6406,0.0003,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721114828_f91,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,109,Pl16-R2-M1-H2-P08,21-Jul-2026 11:48:28,21-Jul-2026
15,11:48:40,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.091617,2.9168,0.088827,3.2415,1.9035,1.8156,5.3382,3.4347,18.575,19.4745,54.6145,0.44179,7.5,PSF-00578_20260721114840_e0c,0,0,0,107.7483,207.0901,0.4797,0.5,0.8,160.2293,1,30.34,28.94,36.91,33.98,33.98,97.74,156.1,154.6,1,835,3.588,-5,-59,89,,,,,,,,16:42:52,21-Jul-2026,39.2084,-96.5938,340.3,7,1.39,11:45:16,21-Jul-2026,-0.35,1,0.002,0.002,-9999,-1.012,-3.375,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4448,2.4328,1.6427,0.92892,0.17077,-0.035553,0.19083,0.80439,107.7483,0.00031,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721114840_e0c,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,110,Pl16-R2-M1-H2-P08,21-Jul-2026 11:48:40,21-Jul-2026
17,11:49:00,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.040842,2.9159,0.040278,1.5457,1.8336,1.7916,5.4447,3.6112,18.3301,18.7596,55.7062,0.44179,7.5,PSF-00578_20260721114900_c66,0,0,0,88.4875,279.6843,0.68362,0.5,0.8,137.9307,1,29.27,28.6,36.88,34.34,34.34,97.74,156,154.5,1,504,3.587,13,56,151,,,,,,,,16:43:12,21-Jul-2026,39.2084,-96.5938,339.9,7,1.39,11:45:16,21-Jul-2026,-0.35,1,0.001,0.003,-9999,-0.566,-0.329,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4443,2.4314,1.6417,0.92854,0.17095,-0.030928,0.19302,0.52812,88.4875,0.000299,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721114900_c66,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,111,Pl16-R2-M1-H2-P08,21-Jul-2026 11:49:00,21-Jul-2026
18,11:49:14,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.14252,2.9157,0.13588,5.0717,1.9017,1.764,5.4137,3.5119,18.0467,19.4554,55.3835,0.44179,7.5,PSF-00578_20260721114914_276,0,0,0,95.855,187.8848,0.48982,0.5,0.8,231.7902,1,30.38,28.18,36.87,34.24,34.24,97.75,156,154.4,1,1183,3.587,-3,34,101,,,,,,,,16:43:26,21-Jul-2026,39.2084,-96.5938,339.8,8,1.31,11:45:16,21-Jul-2026,-0.35,1,0.003,0.002,-9999,-1.439,-2.989,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4437,2.4329,1.6416,0.9285,0.17105,-0.031988,0.19442,1.0952,95.855,0.000299,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721114914_276,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,112,Pl16-R2-M1-H2-P08,21-Jul-2026 11:49:14,21-Jul-2026
19,11:49:30,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.32056,2.9174,0.28882,10.2181,2.1794,1.9032,5.5016,3.3222,19.471,22.2972,56.2854,0.44179,7.5,PSF-00578_20260721114930_7b2,0,0,0,89.80679,161.0384,0.44233,0.5,0.8,253.0938,1,34.86,30.44,36.85,34.53,34.53,97.75,156.2,154.4,1.1,1430,3.587,-12,32,71,,,,,,,,16:43:38,21-Jul-2026,39.2084,-96.5938,337.8,9,1.09,11:45:16,21-Jul-2026,-0.35,1,-0.003,0.001,0.013,0.134,0.178,-0.224,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4469,2.4389,1.6433,0.92835,0.17119,-0.02822,0.19628,1.3019,89.8068,0.000275,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721114930_7b2,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,113,Pl16-R2-M1-H2-P08,21-Jul-2026 11:49:30,21-Jul-2026
20,11:49:47,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.13806,2.916,0.13182,4.5445,2.0315,1.9083,5.2754,3.2439,19.5221,20.7824,53.9683,0.44179,7.5,PSF-00578_20260721114947_ac3,0,0,0,86.09212,194.9404,0.55837,0.5,0.8,212.4539,1,32.52,30.54,36.83,33.77,33.77,97.75,156,154.5,1,951,3.582,0,54,313,,,,,,,,16:43:59,21-Jul-2026,39.2084,-96.5938,339.5,9,1.09,11:45:16,21-Jul-2026,-0.35,1,0.001,-0.001,-9999,1.277,0.989,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.447,2.4358,1.6419,0.92852,0.17129,-0.037133,0.19805,0.90147,86.0921,0.000306,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721114947_ac3,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,114,Pl16-R2-M1-H2-P08,21-Jul-2026 11:49:47,21-Jul-2026
21,11:49:59,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.19068,2.9163,0.17897,6.3078,1.9841,1.8131,5.3007,3.3166,18.5489,20.2987,54.2297,0.44179,7.5,PSF-00578_20260721114959_08e,0,0,0,90.89076,197.1509,0.53898,0.5,0.8,176.1847,1,31.79,29.05,36.81,33.86,33.86,97.75,156,154.8,0.8,817,3.588,-3,61,315,,,,,,,,16:44:11,21-Jul-2026,39.2084,-96.5938,339.3,9,1.09,11:45:16,21-Jul-2026,-0.35,1,0.003,0.001,0.013,0.058,0.158,0.68,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4449,2.4348,1.6422,0.92927,0.1714,-0.035884,0.19932,0.78949,90.8908,0.00031,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721114959_08e,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,115,Pl16-R2-M1-H2-P08,21-Jul-2026 11:49:59,21-Jul-2026
22,11:50:13,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.11292,2.9167,0.10871,4.1524,1.8962,1.7835,5.4888,3.5926,18.2467,19.3993,56.1542,0.44179,7.5,PSF-00578_20260721115013_675,0,0,0,93.5297,202.9753,0.53921,0.5,0.8,202.7942,1,30.4,28.6,36.8,34.48,34.48,97.75,156.1,154.7,0.9,940,3.586,12,68,318,,,,,,,,16:44:25,21-Jul-2026,39.2084,-96.5938,339.6,9,1.09,11:45:16,21-Jul-2026,-0.35,1,0.001,0.002,-9999,-0.427,-0.739,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4443,2.4329,1.6426,0.92907,0.1715,-0.028156,0.20069,0.89229,93.5297,0.000306,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721115013_675,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,116,Pl16-R2-M1-H2-P08,21-Jul-2026 11:50:13,21-Jul-2026
23,11:50:25,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.11859,2.9157,0.11396,4.1173,1.7949,1.683,5.1997,3.4048,17.2191,18.3639,53.2005,0.44179,7.5,PSF-00578_20260721115025_4ee,0,0,0,86.86209,192.8633,0.54962,0.5,0.8,187.9445,1,28.8,27,36.79,33.51,33.51,97.74,156,154.5,1,855,3.587,13,63,307,,,,,,,,16:44:37,21-Jul-2026,39.2084,-96.5938,339.7,9,1.09,11:45:16,21-Jul-2026,-0.35,1,0,0.003,-9999,0.161,4.68,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4421,2.4307,1.6416,0.92855,0.17158,-0.039685,0.20198,0.82097,86.8621,0.000315,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721115025_4ee,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,117,Pl16-R2-M1-H2-P08,21-Jul-2026 11:50:25,21-Jul-2026
24,11:50:39,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.10839,2.9161,0.10451,3.6472,1.7739,1.6748,5.0658,3.2919,17.134,18.148,51.8254,0.44179,7.5,PSF-00578_20260721115039_80e,0,0,0,86.20298,239.4111,0.63994,0.5,0.8,175.2215,1,28.49,26.89,36.77,33.05,33.05,97.75,156,154.6,0.9,685,3.587,0,-51,349,,,,,,,,16:44:48,21-Jul-2026,39.2084,-96.5938,339.7,9,1.09,11:45:16,21-Jul-2026,-0.35,1,0.004,0.004,-9999,0.516,-0.168,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4419,2.4303,1.642,0.92885,0.17168,-0.045069,0.20343,0.67862,86.203,0.000314,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721115039_80e,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,118,Pl16-R2-M1-H2-P08,21-Jul-2026 11:50:39,21-Jul-2026
25,11:50:50,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.099477,2.9166,0.096196,3.3955,1.8727,1.7806,5.1982,3.3255,18.2161,19.1589,53.18,0.44179,7.5,PSF-00578_20260721115050_ca0,0,0,0,96.14718,208.9741,0.53991,0.5,0.8,188.4781,1,30.09,28.61,36.76,33.51,33.51,97.75,156.1,154.5,1,873,3.586,-2,-45,342,,,,,,,,16:45:02,21-Jul-2026,39.2084,-96.5938,339.5,9,1.09,11:45:16,21-Jul-2026,-0.35,1,0.002,0.004,-9999,-1.266,-2.109,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4443,2.4325,1.6425,0.92875,0.17176,-0.039417,0.20453,0.83588,96.1472,0.000314,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721115050_ca0,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,119,Pl16-R2-M1-H2-P08,21-Jul-2026 11:50:50,21-Jul-2026
26,11:51:03,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.090952,2.9174,0.088202,3.0383,1.8926,1.8103,5.1386,3.246,18.5202,19.363,52.5714,0.44179,7.5,PSF-00578_20260721115103_759,0,0,0,101.3038,256.9063,0.60568,0.5,0.8,161.7414,1,30.43,29.11,36.75,33.3,33.3,97.75,156.2,154.5,1.1,668,3.586,2,-57,344,,,,,,,,16:45:15,21-Jul-2026,39.2084,-96.5938,339,9,1.09,11:45:16,21-Jul-2026,-0.35,1,0,0.002,-9999,6.687,3.904,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.445,2.433,1.6433,0.92859,0.17184,-0.041727,0.20569,0.66448,101.3038,0.000299,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721115103_759,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,120,Pl16-R2-M1-H2-P08,21-Jul-2026 11:51:03,21-Jul-2026
27,11:51:15,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.06955,2.9165,0.06793,2.2884,1.9546,1.8925,5.1282,3.1736,19.361,19.9959,52.463,0.44179,7.5,PSF-00578_20260721115115_ab1,0,0,0,84.88226,222.7167,0.61888,0.5,0.8,167.7569,1,31.44,30.44,36.74,33.27,33.27,97.75,156.1,154.6,0.9,678,3.586,-4,-54,345,,,,,,,,16:45:27,21-Jul-2026,39.2084,-96.5938,339.1,9,1.08,11:45:16,21-Jul-2026,-0.35,1,-0.001,-0.001,-9999,1.942,1.894,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4469,2.4344,1.6424,0.92885,0.17187,-0.042095,0.20701,0.67289,84.8823,0.000311,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721115115_ab1,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,121,Pl16-R2-M1-H2-P08,21-Jul-2026 11:51:15,21-Jul-2026
28,11:51:34,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.13881,2.9163,0.1325,4.6654,1.8979,1.7713,5.2143,3.3163,18.1221,19.4174,53.3463,0.44179,7.5,PSF-00578_20260721115134_cd7,0,0,0,84.46098,277.1906,0.6953,0.5,0.8,52.6398,1,30.54,28.5,36.74,33.56,33.56,97.74,156,154.7,0.9,189,3.586,3,-68,2,,,,,,,,16:45:46,21-Jul-2026,39.2084,-96.5938,339.2,9,1.08,11:45:16,21-Jul-2026,-0.35,1,0.001,0.001,-9999,-0.122,-0.364,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4442,2.4331,1.6422,0.92903,0.17192,-0.038452,0.20888,0.26479,84.461,0.000309,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721115134_cd7,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,122,Pl16-R2-M1-H2-P08,21-Jul-2026 11:51:34,21-Jul-2026
29,11:51:47,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.064786,2.9156,0.063378,2.2952,1.894,1.8317,5.3036,3.4096,18.7391,19.3767,54.258,0.44179,7.5,PSF-00578_20260721115147_385,0,0,0,83.18746,258.7495,0.6785,0.5,0.8,52.7283,1,30.48,29.48,36.74,33.87,33.87,97.75,155.9,154.5,0.9,194,3.549,5,-68,2,,,,,,,,16:45:58,21-Jul-2026,39.2084,-96.5938,339.1,9,1.08,11:45:16,21-Jul-2026,-0.35,1,0,0.002,-9999,-0.014,-0.073,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4455,2.4331,1.6415,0.92858,0.17193,-0.03478,0.21018,0.26898,83.1875,0.000297,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721115147_385,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,123,Pl16-R2-M1-H2-P08,21-Jul-2026 11:51:47,21-Jul-2026
30,11:52:00,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.097995,2.9161,0.094809,3.3531,1.8461,1.7551,5.1788,3.3327,17.9562,18.8878,52.9839,0.44179,7.5,PSF-00578_20260721115200_3db,0,0,0,84.99813,265.1417,0.67942,0.5,0.8,109.5207,1,29.71,28.25,36.73,33.44,33.44,97.74,156,154.5,1,403,3.586,4,-64,357,,,,,,,,16:46:12,21-Jul-2026,39.2084,-96.5938,339.1,9,1.08,11:45:16,21-Jul-2026,-0.35,1,-0.001,0,-9999,-0.203,-0.361,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4438,2.432,1.642,0.92868,0.17195,-0.039853,0.21145,0.44338,84.9981,0.000304,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721115200_3db,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,124,Pl16-R2-M1-H2-P08,21-Jul-2026 11:52:00,21-Jul-2026
31,11:52:13,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.072702,2.9168,0.070934,2.6693,1.8477,1.7753,5.3897,3.542,18.1623,18.9035,55.1414,0.44179,7.5,PSF-00578_20260721115213_6fe,0,0,0,82.81445,263.0625,0.68519,0.5,0.8,56.669,1,29.73,28.57,36.74,34.16,34.16,97.74,156.1,154.5,1,207,3.585,6,-71,0,,,,,,,,16:46:25,21-Jul-2026,39.2084,-96.5938,338.9,9,1.08,11:45:16,21-Jul-2026,-0.35,1,0.001,-0.001,-9999,0.009,-0.03,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4443,2.432,1.6427,0.92867,0.17193,-0.031305,0.21263,0.27941,82.8145,0.000306,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721115213_6fe,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,125,Pl16-R2-M1-H2-P08,21-Jul-2026 11:52:13,21-Jul-2026
32,11:52:27,21-Jul-2026,Rain_out,Climate_model,,Pl16-R2-M1-H2-P08,,,0.087656,2.9156,0.085098,3.0903,1.9004,1.8165,5.3189,3.4186,18.583,19.4414,54.4145,0.44179,7.5,PSF-00578_20260721115227_1ec,0,0,0,83.78005,270.1854,0.68992,0.5,0.8,57.3617,1,30.57,29.22,36.74,33.92,33.92,97.75,156,154.5,0.9,208,3.58,3,-70,2,,,,,,,,16:46:39,21-Jul-2026,39.2084,-96.5938,338.7,9,1.08,11:45:16,21-Jul-2026,-0.35,1,-0.001,-0.003,-9999,-0.062,-0.267,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4452,2.4332,1.6415,0.92873,0.17189,-0.034226,0.21409,0.28032,83.7801,0.000315,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260721115227_1ec,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-21.csv,21-Jul-2026,126,Pl16-R2-M1-H2-P08,21-Jul-2026 11:52:27,21-Jul-2026
